,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Concepte,Rang_soroll,Valor,Lloguer_mitja_mensual,Lloguer_mitja_m2
10656,8,Nou Barris,44,Vilapicina i la Torre Llobeta,FFCC_N,65-70 dB,0.0,715.24,11.35
10657,8,Nou Barris,44,Vilapicina i la Torre Llobeta,FFCC_N,70-75 dB,0.0,715.24,11.35
10658,8,Nou Barris,44,Vilapicina i la Torre Llobeta,FFCC_N,75-80 dB,0.0,715.24,11.35
10659,8,Nou Barris,44,Vilapicina i la Torre Llobeta,FFCC_N,>=80 dB,0.0,715.24,11.35
10660,8,Nou Barris,45,Porta,FFCC_N,<40 dB,100.0,662.2,10.76
10661,8,Nou Barris,45,Porta,FFCC_N,40-45 dB,0.0,662.2,10.76
10662,8,Nou Barris,45,Porta,FFCC_N,45-50 dB,0.0,662.2,10.76
10663,8,Nou Barris,45,Porta,FFCC_N,50-55 dB,0.0,662.2,10.76
10664,8,Nou Barris,45,Porta,FFCC_N,55-60 dB,0.0,662.2,10.76
10665,8,Nou Barris,45,Porta,FFCC_N,60-65 dB,0.0,662.2,10.76
10666,8,Nou Barris,45,Porta,FFCC_N,65-70 dB,0.0,662.2,10.76
10667,8,Nou Barris,45,Porta,FFCC_N,70-75 dB,0.0,662.2,10.76
10668,8,Nou Barris,45,Porta,FFCC_N,75-80 dB,0.0,662.2,10.76
10669,8,Nou Barris,45,Porta,FFCC_N,>=80 dB,0.0,662.2,10.76
10670,8,Nou Barris,46,el Turó de la Peira,FFCC_N,<40 dB,100.0,613.79,10.57
10671,8,Nou Barris,46,el Turó de la Peira,FFCC_N,40-45 dB,0.0,613.79,10.57
10672,8,Nou Barris,46,el Turó de la Peira,FFCC_N,45-50 dB,0.0,613.79,10.57
10673,8,Nou Barris,46,el Turó de la Peira,FFCC_N,50-55 dB,0.0,613.79,10.57
10674,8,Nou Barris,46,el Turó de la Peira,FFCC_N,55-60 dB,0.0,613.79,10.57
10675,8,Nou Barris,46,el Turó de la Peira,FFCC_N,60-65 dB,0.0,613.79,10.57
10676,8,Nou Barris,46,el Turó de la Peira,FFCC_N,65-70 dB,0.0,613.79,10.57
10677,8,Nou Barris,46,el Turó de la Peira,FFCC_N,70-75 dB,0.0,613.79,10.57
10678,8,Nou Barris,46,el Turó de la Peira,FFCC_N,75-80 dB,0.0,613.79,10.57
10679,8,Nou Barris,46,el Turó de la Peira,FFCC_N,>=80 dB,0.0,613.79,10.57
10680,8,Nou Barris,47,Can Peguera,FFCC_N,<40 dB,100.0,547.31,10.36
10681,8,Nou Barris,47,Can Peguera,FFCC_N,40-45 dB,0.0,547.31,10.36
10682,8,Nou Barris,47,Can Peguera,FFCC_N,45-50 dB,0.0,547.31,10.36
10683,8,Nou Barris,47,Can Peguera,FFCC_N,50-55 dB,0.0,547.31,10.36
10684,8,Nou Barris,47,Can Peguera,FFCC_N,55-60 dB,0.0,547.31,10.36
10685,8,Nou Barris,47,Can Peguera,FFCC_N,60-65 dB,0.0,547.31,10.36
10686,8,Nou Barris,47,Can Peguera,FFCC_N,65-70 dB,0.0,547.31,10.36
10687,8,Nou Barris,47,Can Peguera,FFCC_N,70-75 dB,0.0,547.31,10.36
10688,8,Nou Barris,47,Can Peguera,FFCC_N,75-80 dB,0.0,547.31,10.36
10689,8,Nou Barris,47,Can Peguera,FFCC_N,>=80 dB,0.0,547.31,10.36
10690,8,Nou Barris,48,la Guineueta,FFCC_N,<40 dB,100.0,646.4,9.34
10691,8,Nou Barris,48,la Guineueta,FFCC_N,40-45 dB,0.0,646.4,9.34
10692,8,Nou Barris,48,la Guineueta,FFCC_N,45-50 dB,0.0,646.4,9.34
10693,8,Nou Barris,48,la Guineueta,FFCC_N,50-55 dB,0.0,646.4,9.34
10694,8,Nou Barris,48,la Guineueta,FFCC_N,55-60 dB,0.0,646.4,9.34
10695,8,Nou Barris,48,la Guineueta,FFCC_N,60-65 dB,0.0,646.4,9.34
10696,8,Nou Barris,48,la Guineueta,FFCC_N,65-70 dB,0.0,646.4,9.34
10697,8,Nou Barris,48,la Guineueta,FFCC_N,70-75 dB,0.0,646.4,9.34
10698,8,Nou Barris,48,la Guineueta,FFCC_N,75-80 dB,0.0,646.4,9.34
10699,8,Nou Barris,48,la Guineueta,FFCC_N,>=80 dB,0.0,646.4,9.34
10700,8,Nou Barris,49,Canyelles,FFCC_N,<40 dB,100.0,681.19,8.62
10701,8,Nou Barris,49,Canyelles,FFCC_N,40-45 dB,0.0,681.19,8.62
10702,8,Nou Barris,49,Canyelles,FFCC_N,45-50 dB,0.0,681.19,8.62
10703,8,Nou Barris,49,Canyelles,FFCC_N,50-55 dB,0.0,681.19,8.62
10704,8,Nou Barris,49,Canyelles,FFCC_N,55-60 dB,0.0,681.19,8.62
10705,8,Nou Barris,49,Canyelles,FFCC_N,60-65 dB,0.0,681.19,8.62
10706,8,Nou Barris,49,Canyelles,FFCC_N,65-70 dB,0.0,681.19,8.62
10707,8,Nou Barris,49,Canyelles,FFCC_N,70-75 dB,0.0,681.19,8.62
10708,8,Nou Barris,49,Canyelles,FFCC_N,75-80 dB,0.0,681.19,8.62
10709,8,Nou Barris,49,Canyelles,FFCC_N,>=80 dB,0.0,681.19,8.62
10710,8,Nou Barris,50,les Roquetes,FFCC_N,<40 dB,100.0,534.0,10.15
10711,8,Nou Barris,50,les Roquetes,FFCC_N,40-45 dB,0.0,534.0,10.15
10712,8,Nou Barris,50,les Roquetes,FFCC_N,45-50 dB,0.0,534.0,10.15
10713,8,Nou Barris,50,les Roquetes,FFCC_N,50-55 dB,0.0,534.0,10.15
10714,8,Nou Barris,50,les Roquetes,FFCC_N,55-60 dB,0.0,534.0,10.15
10715,8,Nou Barris,50,les Roquetes,FFCC_N,60-65 dB,0.0,534.0,10.15
10716,8,Nou Barris,50,les Roquetes,FFCC_N,65-70 dB,0.0,534.0,10.15
10717,8,Nou Barris,50,les Roquetes,FFCC_N,70-75 dB,0.0,534.0,10.15
10718,8,Nou Barris,50,les Roquetes,FFCC_N,75-80 dB,0.0,534.0,10.15
10719,8,Nou Barris,50,les Roquetes,FFCC_N,>=80 dB,0.0,534.0,10.15
10720,8,Nou Barris,51,Verdun,FFCC_N,<40 dB,100.0,592.29,11.1
10721,8,Nou Barris,51,Verdun,FFCC_N,40-45 dB,0.0,592.29,11.1
10722,8,Nou Barris,51,Verdun,FFCC_N,45-50 dB,0.0,592.29,11.1
10723,8,Nou Barris,51,Verdun,FFCC_N,50-55 dB,0.0,592.29,11.1
10724,8,Nou Barris,51,Verdun,FFCC_N,55-60 dB,0.0,592.29,11.1
10725,8,Nou Barris,51,Verdun,FFCC_N,60-65 dB,0.0,592.29,11.1
10726,8,Nou Barris,51,Verdun,FFCC_N,65-70 dB,0.0,592.29,11.1
10727,8,Nou Barris,51,Verdun,FFCC_N,70-75 dB,0.0,592.29,11.1
10728,8,Nou Barris,51,Verdun,FFCC_N,75-80 dB,0.0,592.29,11.1
10729,8,Nou Barris,51,Verdun,FFCC_N,>=80 dB,0.0,592.29,11.1
10730,8,Nou Barris,52,la Prosperitat,FFCC_N,<40 dB,100.0,627.26,11.27
10731,8,Nou Barris,52,la Prosperitat,FFCC_N,40-45 dB,0.0,627.26,11.27
10732,8,Nou Barris,52,la Prosperitat,FFCC_N,45-50 dB,0.0,627.26,11.27
10733,8,Nou Barris,52,la Prosperitat,FFCC_N,50-55 dB,0.0,627.26,11.27
10734,8,Nou Barris,52,la Prosperitat,FFCC_N,55-60 dB,0.0,627.26,11.27
10735,8,Nou Barris,52,la Prosperitat,FFCC_N,60-65 dB,0.0,627.26,11.27
10736,8,Nou Barris,52,la Prosperitat,FFCC_N,65-70 dB,0.0,627.26,11.27
10737,8,Nou Barris,52,la Prosperitat,FFCC_N,70-75 dB,0.0,627.26,11.27
10738,8,Nou Barris,52,la Prosperitat,FFCC_N,75-80 dB,0.0,627.26,11.27
10739,8,Nou Barris,52,la Prosperitat,FFCC_N,>=80 dB,0.0,627.26,11.27
10740,8,Nou Barris,53,la Trinitat Nova,FFCC_N,<40 dB,100.0,540.91,10.6
10741,8,Nou Barris,53,la Trinitat Nova,FFCC_N,40-45 dB,0.0,540.91,10.6
10742,8,Nou Barris,53,la Trinitat Nova,FFCC_N,45-50 dB,0.0,540.91,10.6
10743,8,Nou Barris,53,la Trinitat Nova,FFCC_N,50-55 dB,0.0,540.91,10.6
10744,8,Nou Barris,53,la Trinitat Nova,FFCC_N,55-60 dB,0.0,540.91,10.6
10745,8,Nou Barris,53,la Trinitat Nova,FFCC_N,60-65 dB,0.0,540.91,10.6
10746,8,Nou Barris,53,la Trinitat Nova,FFCC_N,65-70 dB,0.0,540.91,10.6
10747,8,Nou Barris,53,la Trinitat Nova,FFCC_N,70-75 dB,0.0,540.91,10.6
10748,8,Nou Barris,53,la Trinitat Nova,FFCC_N,75-80 dB,0.0,540.91,10.6
10749,8,Nou Barris,53,la Trinitat Nova,FFCC_N,>=80 dB,0.0,540.91,10.6
10750,8,Nou Barris,54,Torre Baró,FFCC_N,<40 dB,82.97,470.58,7.72
10751,8,Nou Barris,54,Torre Baró,FFCC_N,40-45 dB,7.55,470.58,7.72
10752,8,Nou Barris,54,Torre Baró,FFCC_N,45-50 dB,3.64,470.58,7.72
10753,8,Nou Barris,54,Torre Baró,FFCC_N,50-55 dB,3.18,470.58,7.72
10754,8,Nou Barris,54,Torre Baró,FFCC_N,55-60 dB,2.66,470.58,7.72
10755,8,Nou Barris,54,Torre Baró,FFCC_N,60-65 dB,0.0,470.58,7.72
10756,8,Nou Barris,54,Torre Baró,FFCC_N,65-70 dB,0.0,470.58,7.72
10757,8,Nou Barris,54,Torre Baró,FFCC_N,70-75 dB,0.0,470.58,7.72
10758,8,Nou Barris,54,Torre Baró,FFCC_N,75-80 dB,0.0,470.58,7.72
10759,8,Nou Barris,54,Torre Baró,FFCC_N,>=80 dB,0.0,470.58,7.72
10760,8,Nou Barris,55,Ciutat Meridiana,FFCC_N,<40 dB,93.12,435.99,7.6
10761,8,Nou Barris,55,Ciutat Meridiana,FFCC_N,40-45 dB,3.02,435.99,7.6
10762,8,Nou Barris,55,Ciutat Meridiana,FFCC_N,45-50 dB,1.02,435.99,7.6
10763,8,Nou Barris,55,Ciutat Meridiana,FFCC_N,50-55 dB,1.83,435.99,7.6
10764,8,Nou Barris,55,Ciutat Meridiana,FFCC_N,55-60 dB,1.01,435.99,7.6
10765,8,Nou Barris,55,Ciutat Meridiana,FFCC_N,60-65 dB,0.0,435.99,7.6
10766,8,Nou Barris,55,Ciutat Meridiana,FFCC_N,65-70 dB,0.0,435.99,7.6
10767,8,Nou Barris,55,Ciutat Meridiana,FFCC_N,70-75 dB,0.0,435.99,7.6
10768,8,Nou Barris,55,Ciutat Meridiana,FFCC_N,75-80 dB,0.0,435.99,7.6
10769,8,Nou Barris,55,Ciutat Meridiana,FFCC_N,>=80 dB,0.0,435.99,7.6
10770,8,Nou Barris,56,Vallbona,FFCC_N,<40 dB,82.89,521.14,8.55
10771,8,Nou Barris,56,Vallbona,FFCC_N,40-45 dB,12.98,521.14,8.55
10772,8,Nou Barris,56,Vallbona,FFCC_N,45-50 dB,2.54,521.14,8.55
10773,8,Nou Barris,56,Vallbona,FFCC_N,50-55 dB,1.59,521.14,8.55
10774,8,Nou Barris,56,Vallbona,FFCC_N,55-60 dB,0.0,521.14,8.55
10775,8,Nou Barris,56,Vallbona,FFCC_N,60-65 dB,0.0,521.14,8.55
10776,8,Nou Barris,56,Vallbona,FFCC_N,65-70 dB,0.0,521.14,8.55
10777,8,Nou Barris,56,Vallbona,FFCC_N,70-75 dB,0.0,521.14,8.55
10778,8,Nou Barris,56,Vallbona,FFCC_N,75-80 dB,0.0,521.14,8.55
10779,8,Nou Barris,56,Vallbona,FFCC_N,>=80 dB,0.0,521.14,8.55
10780,9,Sant Andreu,57,la Trinitat Vella,FFCC_N,<40 dB,98.86,500.25,9.23
10781,9,Sant Andreu,57,la Trinitat Vella,FFCC_N,40-45 dB,1.14,500.25,9.23
10782,9,Sant Andreu,57,la Trinitat Vella,FFCC_N,45-50 dB,0.0,500.25,9.23
10783,9,Sant Andreu,57,la Trinitat Vella,FFCC_N,50-55 dB,0.0,500.25,9.23
10784,9,Sant Andreu,57,la Trinitat Vella,FFCC_N,55-60 dB,0.0,500.25,9.23
10785,9,Sant Andreu,57,la Trinitat Vella,FFCC_N,60-65 dB,0.0,500.25,9.23
10786,9,Sant Andreu,57,la Trinitat Vella,FFCC_N,65-70 dB,0.0,500.25,9.23
10787,9,Sant Andreu,57,la Trinitat Vella,FFCC_N,70-75 dB,0.0,500.25,9.23
10788,9,Sant Andreu,57,la Trinitat Vella,FFCC_N,75-80 dB,0.0,500.25,9.23
10789,9,Sant Andreu,57,la Trinitat Vella,FFCC_N,>=80 dB,0.0,500.25,9.23
10790,9,Sant Andreu,58,Baró de Viver,FFCC_N,<40 dB,99.49,671.36,10.76
10791,9,Sant Andreu,58,Baró de Viver,FFCC_N,40-45 dB,0.51,671.36,10.76
10792,9,Sant Andreu,58,Baró de Viver,FFCC_N,45-50 dB,0.0,671.36,10.76
10793,9,Sant Andreu,58,Baró de Viver,FFCC_N,50-55 dB,0.0,671.36,10.76
10794,9,Sant Andreu,58,Baró de Viver,FFCC_N,55-60 dB,0.0,671.36,10.76
10795,9,Sant Andreu,58,Baró de Viver,FFCC_N,60-65 dB,0.0,671.36,10.76
10796,9,Sant Andreu,58,Baró de Viver,FFCC_N,65-70 dB,0.0,671.36,10.76
10797,9,Sant Andreu,58,Baró de Viver,FFCC_N,70-75 dB,0.0,671.36,10.76
10798,9,Sant Andreu,58,Baró de Viver,FFCC_N,75-80 dB,0.0,671.36,10.76
10799,9,Sant Andreu,58,Baró de Viver,FFCC_N,>=80 dB,0.0,671.36,10.76
10800,9,Sant Andreu,59,el Bon Pastor,FFCC_N,<40 dB,97.44,625.3,9.45
10801,9,Sant Andreu,59,el Bon Pastor,FFCC_N,40-45 dB,1.51,625.3,9.45
10802,9,Sant Andreu,59,el Bon Pastor,FFCC_N,45-50 dB,1.05,625.3,9.45
10803,9,Sant Andreu,59,el Bon Pastor,FFCC_N,50-55 dB,0.0,625.3,9.45
10804,9,Sant Andreu,59,el Bon Pastor,FFCC_N,55-60 dB,0.0,625.3,9.45
10805,9,Sant Andreu,59,el Bon Pastor,FFCC_N,60-65 dB,0.0,625.3,9.45
10806,9,Sant Andreu,59,el Bon Pastor,FFCC_N,65-70 dB,0.0,625.3,9.45
10807,9,Sant Andreu,59,el Bon Pastor,FFCC_N,70-75 dB,0.0,625.3,9.45
10808,9,Sant Andreu,59,el Bon Pastor,FFCC_N,75-80 dB,0.0,625.3,9.45
10809,9,Sant Andreu,59,el Bon Pastor,FFCC_N,>=80 dB,0.0,625.3,9.45
10810,9,Sant Andreu,60,Sant Andreu,FFCC_N,<40 dB,95.1,733.34,12.32
10811,9,Sant Andreu,60,Sant Andreu,FFCC_N,40-45 dB,2.4,733.34,12.32
10812,9,Sant Andreu,60,Sant Andreu,FFCC_N,45-50 dB,1.71,733.34,12.32
10813,9,Sant Andreu,60,Sant Andreu,FFCC_N,50-55 dB,0.63,733.34,12.32
10814,9,Sant Andreu,60,Sant Andreu,FFCC_N,55-60 dB,0.14,733.34,12.32
10815,9,Sant Andreu,60,Sant Andreu,FFCC_N,60-65 dB,0.02,733.34,12.32
10816,9,Sant Andreu,60,Sant Andreu,FFCC_N,65-70 dB,0.0,733.34,12.32
10817,9,Sant Andreu,60,Sant Andreu,FFCC_N,70-75 dB,0.0,733.34,12.32
10818,9,Sant Andreu,60,Sant Andreu,FFCC_N,75-80 dB,0.0,733.34,12.32
10819,9,Sant Andreu,60,Sant Andreu,FFCC_N,>=80 dB,0.0,733.34,12.32
10820,9,Sant Andreu,61,la Sagrera,FFCC_N,<40 dB,97.43,664.16,10.8
10821,9,Sant Andreu,61,la Sagrera,FFCC_N,40-45 dB,2.44,664.16,10.8
10822,9,Sant Andreu,61,la Sagrera,FFCC_N,45-50 dB,0.12,664.16,10.8
10823,9,Sant Andreu,61,la Sagrera,FFCC_N,50-55 dB,0.01,664.16,10.8
10824,9,Sant Andreu,61,la Sagrera,FFCC_N,55-60 dB,0.0,664.16,10.8
10825,9,Sant Andreu,61,la Sagrera,FFCC_N,60-65 dB,0.0,664.16,10.8
10826,9,Sant Andreu,61,la Sagrera,FFCC_N,65-70 dB,0.0,664.16,10.8
10827,9,Sant Andreu,61,la Sagrera,FFCC_N,70-75 dB,0.0,664.16,10.8
10828,9,Sant Andreu,61,la Sagrera,FFCC_N,75-80 dB,0.0,664.16,10.8
10829,9,Sant Andreu,61,la Sagrera,FFCC_N,>=80 dB,0.0,664.16,10.8
10830,9,Sant Andreu,62,el Congrés i els Indians,FFCC_N,<40 dB,100.0,731.1,11.37
10831,9,Sant Andreu,62,el Congrés i els Indians,FFCC_N,40-45 dB,0.0,731.1,11.37
10832,9,Sant Andreu,62,el Congrés i els Indians,FFCC_N,45-50 dB,0.0,731.1,11.37
10833,9,Sant Andreu,62,el Congrés i els Indians,FFCC_N,50-55 dB,0.0,731.1,11.37
10834,9,Sant Andreu,62,el Congrés i els Indians,FFCC_N,55-60 dB,0.0,731.1,11.37
10835,9,Sant Andreu,62,el Congrés i els Indians,FFCC_N,60-65 dB,0.0,731.1,11.37
10836,9,Sant Andreu,62,el Congrés i els Indians,FFCC_N,65-70 dB,0.0,731.1,11.37
10837,9,Sant Andreu,62,el Congrés i els Indians,FFCC_N,70-75 dB,0.0,731.1,11.37
10838,9,Sant Andreu,62,el Congrés i els Indians,FFCC_N,75-80 dB,0.0,731.1,11.37
10839,9,Sant Andreu,62,el Congrés i els Indians,FFCC_N,>=80 dB,0.0,731.1,11.37
10840,9,Sant Andreu,63,Navas,FFCC_N,<40 dB,97.28,773.99,11.41
10841,9,Sant Andreu,63,Navas,FFCC_N,40-45 dB,2.24,773.99,11.41
10842,9,Sant Andreu,63,Navas,FFCC_N,45-50 dB,0.48,773.99,11.41
10843,9,Sant Andreu,63,Navas,FFCC_N,50-55 dB,0.0,773.99,11.41
10844,9,Sant Andreu,63,Navas,FFCC_N,55-60 dB,0.0,773.99,11.41
10845,9,Sant Andreu,63,Navas,FFCC_N,60-65 dB,0.0,773.99,11.41
10846,9,Sant Andreu,63,Navas,FFCC_N,65-70 dB,0.0,773.99,11.41
10847,9,Sant Andreu,63,Navas,FFCC_N,70-75 dB,0.0,773.99,11.41
10848,9,Sant Andreu,63,Navas,FFCC_N,75-80 dB,0.0,773.99,11.41
10849,9,Sant Andreu,63,Navas,FFCC_N,>=80 dB,0.0,773.99,11.41
10850,10,Sant Martí,64,el Camp de l'Arpa del Clot,FFCC_N,<40 dB,100.0,777.4,12.94
10851,10,Sant Martí,64,el Camp de l'Arpa del Clot,FFCC_N,40-45 dB,0.0,777.4,12.94
10852,10,Sant Martí,64,el Camp de l'Arpa del Clot,FFCC_N,45-50 dB,0.0,777.4,12.94
10853,10,Sant Martí,64,el Camp de l'Arpa del Clot,FFCC_N,50-55 dB,0.0,777.4,12.94
10854,10,Sant Martí,64,el Camp de l'Arpa del Clot,FFCC_N,55-60 dB,0.0,777.4,12.94
10855,10,Sant Martí,64,el Camp de l'Arpa del Clot,FFCC_N,60-65 dB,0.0,777.4,12.94
10856,10,Sant Martí,64,el Camp de l'Arpa del Clot,FFCC_N,65-70 dB,0.0,777.4,12.94
10857,10,Sant Martí,64,el Camp de l'Arpa del Clot,FFCC_N,70-75 dB,0.0,777.4,12.94
10858,10,Sant Martí,64,el Camp de l'Arpa del Clot,FFCC_N,75-80 dB,0.0,777.4,12.94
10859,10,Sant Martí,64,el Camp de l'Arpa del Clot,FFCC_N,>=80 dB,0.0,777.4,12.94
10860,10,Sant Martí,65,el Clot,FFCC_N,<40 dB,92.95,767.09,12.43
10861,10,Sant Martí,65,el Clot,FFCC_N,40-45 dB,1.09,767.09,12.43
10862,10,Sant Martí,65,el Clot,FFCC_N,45-50 dB,5.96,767.09,12.43
10863,10,Sant Martí,65,el Clot,FFCC_N,50-55 dB,0.0,767.09,12.43
10864,10,Sant Martí,65,el Clot,FFCC_N,55-60 dB,0.0,767.09,12.43
10865,10,Sant Martí,65,el Clot,FFCC_N,60-65 dB,0.0,767.09,12.43
10866,10,Sant Martí,65,el Clot,FFCC_N,65-70 dB,0.0,767.09,12.43
10867,10,Sant Martí,65,el Clot,FFCC_N,70-75 dB,0.0,767.09,12.43
10868,10,Sant Martí,65,el Clot,FFCC_N,75-80 dB,0.0,767.09,12.43
10869,10,Sant Martí,65,el Clot,FFCC_N,>=80 dB,0.0,767.09,12.43
10870,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,FFCC_N,<40 dB,89.33,894.86,13.78
10871,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,FFCC_N,40-45 dB,3.83,894.86,13.78
10872,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,FFCC_N,45-50 dB,6.26,894.86,13.78
10873,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,FFCC_N,50-55 dB,0.33,894.86,13.78
10874,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,FFCC_N,55-60 dB,0.03,894.86,13.78
10875,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,FFCC_N,60-65 dB,0.18,894.86,13.78
10876,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,FFCC_N,65-70 dB,0.04,894.86,13.78
10877,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,FFCC_N,70-75 dB,0.0,894.86,13.78
10878,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,FFCC_N,75-80 dB,0.0,894.86,13.78
10879,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,FFCC_N,>=80 dB,0.0,894.86,13.78
10880,10,Sant Martí,67,la Vila Olímpica del Poblenou,FFCC_N,<40 dB,99.94,1248.27,17.1
10881,10,Sant Martí,67,la Vila Olímpica del Poblenou,FFCC_N,40-45 dB,0.01,1248.27,17.1
10882,10,Sant Martí,67,la Vila Olímpica del Poblenou,FFCC_N,45-50 dB,0.02,1248.27,17.1
10883,10,Sant Martí,67,la Vila Olímpica del Poblenou,FFCC_N,50-55 dB,0.03,1248.27,17.1
10884,10,Sant Martí,67,la Vila Olímpica del Poblenou,FFCC_N,55-60 dB,0.0,1248.27,17.1
10885,10,Sant Martí,67,la Vila Olímpica del Poblenou,FFCC_N,60-65 dB,0.0,1248.27,17.1
10886,10,Sant Martí,67,la Vila Olímpica del Poblenou,FFCC_N,65-70 dB,0.0,1248.27,17.1
10887,10,Sant Martí,67,la Vila Olímpica del Poblenou,FFCC_N,70-75 dB,0.0,1248.27,17.1
10888,10,Sant Martí,67,la Vila Olímpica del Poblenou,FFCC_N,75-80 dB,0.0,1248.27,17.1
10889,10,Sant Martí,67,la Vila Olímpica del Poblenou,FFCC_N,>=80 dB,0.0,1248.27,17.1
10890,10,Sant Martí,68,el Poblenou,FFCC_N,<40 dB,98.16,899.44,13.94
10891,10,Sant Martí,68,el Poblenou,FFCC_N,40-45 dB,0.71,899.44,13.94
10892,10,Sant Martí,68,el Poblenou,FFCC_N,45-50 dB,1.13,899.44,13.94
10893,10,Sant Martí,68,el Poblenou,FFCC_N,50-55 dB,0.0,899.44,13.94
10894,10,Sant Martí,68,el Poblenou,FFCC_N,55-60 dB,0.0,899.44,13.94
10895,10,Sant Martí,68,el Poblenou,FFCC_N,60-65 dB,0.0,899.44,13.94
10896,10,Sant Martí,68,el Poblenou,FFCC_N,65-70 dB,0.0,899.44,13.94
10897,10,Sant Martí,68,el Poblenou,FFCC_N,70-75 dB,0.0,899.44,13.94
10898,10,Sant Martí,68,el Poblenou,FFCC_N,75-80 dB,0.0,899.44,13.94
10899,10,Sant Martí,68,el Poblenou,FFCC_N,>=80 dB,0.0,899.44,13.94
10900,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,FFCC_N,<40 dB,92.29,1109.98,16.06
10901,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,FFCC_N,40-45 dB,5.98,1109.98,16.06
10902,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,FFCC_N,45-50 dB,1.73,1109.98,16.06
10903,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,FFCC_N,50-55 dB,0.0,1109.98,16.06
10904,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,FFCC_N,55-60 dB,0.0,1109.98,16.06
10905,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,FFCC_N,60-65 dB,0.0,1109.98,16.06
10906,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,FFCC_N,65-70 dB,0.0,1109.98,16.06
10907,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,FFCC_N,70-75 dB,0.0,1109.98,16.06
10908,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,FFCC_N,75-80 dB,0.0,1109.98,16.06
10909,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,FFCC_N,>=80 dB,0.0,1109.98,16.06
10910,10,Sant Martí,70,el Besòs i el Maresme,FFCC_N,<40 dB,84.03,610.49,9.97
10911,10,Sant Martí,70,el Besòs i el Maresme,FFCC_N,40-45 dB,6.24,610.49,9.97
10912,10,Sant Martí,70,el Besòs i el Maresme,FFCC_N,45-50 dB,6.64,610.49,9.97
10913,10,Sant Martí,70,el Besòs i el Maresme,FFCC_N,50-55 dB,3.09,610.49,9.97
10914,10,Sant Martí,70,el Besòs i el Maresme,FFCC_N,55-60 dB,0.0,610.49,9.97
10915,10,Sant Martí,70,el Besòs i el Maresme,FFCC_N,60-65 dB,0.0,610.49,9.97
10916,10,Sant Martí,70,el Besòs i el Maresme,FFCC_N,65-70 dB,0.0,610.49,9.97
10917,10,Sant Martí,70,el Besòs i el Maresme,FFCC_N,70-75 dB,0.0,610.49,9.97
10918,10,Sant Martí,70,el Besòs i el Maresme,FFCC_N,75-80 dB,0.0,610.49,9.97
10919,10,Sant Martí,70,el Besòs i el Maresme,FFCC_N,>=80 dB,0.0,610.49,9.97
10920,10,Sant Martí,71,Provençals del Poblenou,FFCC_N,<40 dB,91.22,934.69,12.98
10921,10,Sant Martí,71,Provençals del Poblenou,FFCC_N,40-45 dB,3.07,934.69,12.98
10922,10,Sant Martí,71,Provençals del Poblenou,FFCC_N,45-50 dB,5.34,934.69,12.98
10923,10,Sant Martí,71,Provençals del Poblenou,FFCC_N,50-55 dB,0.37,934.69,12.98
10924,10,Sant Martí,71,Provençals del Poblenou,FFCC_N,55-60 dB,0.0,934.69,12.98
10925,10,Sant Martí,71,Provençals del Poblenou,FFCC_N,60-65 dB,0.0,934.69,12.98
10926,10,Sant Martí,71,Provençals del Poblenou,FFCC_N,65-70 dB,0.0,934.69,12.98
10927,10,Sant Martí,71,Provençals del Poblenou,FFCC_N,70-75 dB,0.0,934.69,12.98
10928,10,Sant Martí,71,Provençals del Poblenou,FFCC_N,75-80 dB,0.0,934.69,12.98
10929,10,Sant Martí,71,Provençals del Poblenou,FFCC_N,>=80 dB,0.0,934.69,12.98
10930,10,Sant Martí,72,Sant Martí de Provençals,FFCC_N,<40 dB,96.96,764.86,10.89
10931,10,Sant Martí,72,Sant Martí de Provençals,FFCC_N,40-45 dB,1.8,764.86,10.89
10932,10,Sant Martí,72,Sant Martí de Provençals,FFCC_N,45-50 dB,1.24,764.86,10.89
10933,10,Sant Martí,72,Sant Martí de Provençals,FFCC_N,50-55 dB,0.0,764.86,10.89
10934,10,Sant Martí,72,Sant Martí de Provençals,FFCC_N,55-60 dB,0.0,764.86,10.89
